year,Month,Day,Max at 7h (�F),Min at 7h (�F),max temp,Min at 7h (�C)
1874,1,19,52,42,11.1,5.6
1874,1,20,51,43,10.6,6.1
1874,1,21,50,42,10,5.6
1874,1,22,49,37,9.4,2.8
1874,1,23,52,40,11.1,4.4
1874,1,24,45,38,7.2,3.3
1874,1,25,47,36,8.3,2.2
1874,1,26,53,42,11.7,5.6
1874,1,27,53,46,11.7,7.8
1874,1,28,47,45,8.3,7.2
1874,1,29,49,43,9.4,6.1
1874,1,30,47,41,8.3,5
1874,1,31,45,37,7.2,2.8
1874,2,1,47,36,8.3,2.2
1874,2,2,51,43,10.6,6.1
1874,2,3,50,44,10,6.7
1874,2,4,49,43,9.4,6.1
1874,2,5,49,43,9.4,6.1
1874,2,6,48,43,8.9,6.1
1874,2,7,50,43,10,6.1
1874,2,8,51,45,10.6,7.2
1874,2,9,48,37,8.9,2.8
1874,2,10,46,40,7.8,4.4
1874,2,11,45,39,7.2,3.9
1874,2,12,48,38,8.9,3.3
1874,2,13,51,39,10.6,3.9
1874,2,14,49,47,9.4,8.3
1874,2,15,50,43,10,6.1
1874,2,16,49,40,9.4,4.4
1874,2,17,43,37,6.1,2.8
1874,2,18,46,36,7.8,2.2
1874,2,19,49,37,9.4,2.8
1874,2,20,52,42,11.1,5.6
1874,2,21,49,40,9.4,4.4
1874,2,22,49,39,9.4,3.9
1874,2,23,51,38,10.6,3.3
1874,2,24,51,42,10.6,5.6
1874,2,25,49,46,9.4,7.8
1874,2,26,49,44,9.4,6.7
1874,2,27,48,41,8.9,5
1874,2,28,52,36,11.1,2.2
1874,3,1,52,44,11.1,6.7
1874,3,2,52,45,11.1,7.2
1874,3,3,53,46,11.7,7.8
1874,3,4,54,47,12.2,8.3
1874,3,5,54,47,12.2,8.3
1874,3,6,51,46,10.6,7.8
1874,3,7,51,39,10.6,3.9
1874,3,8,49,36,9.4,2.2
1874,3,9,41,33,5,0.6
1874,3,10,40,31,4.4,-0.6
1874,3,11,41,29,5,-1.7
1874,3,12,48,32,8.9,0
1874,3,13,49,39,9.4,3.9
1874,3,14,51,41,10.6,5
1874,3,15,51,42,10.6,5.6
1874,3,16,51,46,10.6,7.8
1874,3,17,53,48,11.7,8.9
1874,3,18,51,47,10.6,8.3
1874,3,19,56,43,13.3,6.1
1874,3,20,54,40,12.2,4.4
1874,3,21,54,49,12.2,9.4
1874,3,22,58,45,14.4,7.2
1874,3,23,56,48,13.3,8.9
1874,3,24,57,48,13.9,8.9
1874,3,25,55,46,12.8,7.8
1874,3,26,55,46,12.8,7.8
1874,3,27,55,48,12.8,8.9
1874,3,28,54,41,12.2,5
1874,3,29,54,41,12.2,5
1874,3,30,55,43,12.8,6.1
1874,3,31,53,43,11.7,6.1
1874,4,1,54,43,12.2,6.1
1874,4,2,53,45,11.7,7.2
1874,4,3,49,40,9.4,4.4
1874,4,4,49,36,9.4,2.2
1874,4,5,52,33,11.1,0.6
1874,4,6,53,40,11.7,4.4
1874,4,7,50,40,10,4.4
1874,4,8,54,39,12.2,3.9
1874,4,9,53,41,11.7,5
1874,4,10,49,38,9.4,3.3
1874,4,11,50,34,10,1.1
1874,4,12,51,34,10.6,1.1
1874,4,13,52,41,11.1,5
1874,4,14,57,40,13.9,4.4
1874,4,15,59,41,15,5
1874,4,16,58,45,14.4,7.2
1874,4,17,60,47,15.6,8.3
1874,4,18,63,51,17.2,10.6
1874,4,19,62,49,16.7,9.4
1874,4,20,61,48,16.1,8.9
1874,4,21,61,50,16.1,10
1874,4,22,63,42,17.2,5.6
1874,4,23,62,46,16.7,7.8
1874,4,24,58,47,14.4,8.3
1874,4,25,62,51,16.7,10.6
1874,4,26,63,52,17.2,11.1
1874,4,27,64,51,17.8,10.6
1874,4,28,65,53,18.3,11.7
1874,4,29,65,52,18.3,11.1
1874,4,30,66,48,18.9,8.9
1874,5,1,67,44,19.4,6.7
1874,5,2,64,44,17.8,6.7
1874,5,3,60,42,15.6,5.6
1874,5,4,60,46,15.6,7.8
1874,5,5,56,43,13.3,6.1
1874,5,6,55,47,12.8,8.3
1874,5,7,54,40,12.2,4.4
1874,5,8,57,39,13.9,3.9
1874,5,9,56,38,13.3,3.3
1874,5,10,63,40,17.2,4.4
1874,5,11,59,49,15,9.4
1874,5,12,64,47,17.8,8.3
1874,5,13,67,50,19.4,10
1874,5,14,66,48,18.9,8.9
1874,5,15,62,49,16.7,9.4
1874,5,16,58,49,14.4,9.4
1874,5,17,67,51,19.4,10.6
1874,5,18,68,45,20,7.2
1874,5,19,65,46,18.3,7.8
1874,5,20,64,45,17.8,7.2
1874,5,21,63,48,17.2,8.9
1874,5,22,64,48,17.8,8.9
1874,5,23,69,49,20.6,9.4
1874,5,24,68,50,20,10
1874,5,25,67,53,19.4,11.7
1874,5,26,70,50,21.1,10
1874,5,27,64,50,17.8,10
1874,5,28,63,55,17.2,12.8
1874,5,29,65,55,18.3,12.8
1874,5,30,63,51,17.2,10.6
1874,5,31,64,55,17.8,12.8
1874,6,1,65,55,18.3,12.8
1874,6,2,68,53,20,11.7
1874,6,3,70,48,21.1,8.9
1874,6,4,69,53,20.6,11.7
1874,6,5,68,53,20,11.7
1874,6,6,68,50,20,10
1874,6,7,69,47,20.6,8.3
1874,6,8,72,51,22.2,10.6
1874,6,9,71,53,21.7,11.7
1874,6,10,71,56,21.7,13.3
1874,6,11,72,53,22.2,11.7
1874,6,12,68,46,20,7.8
1874,6,13,72,45,22.2,7.2
1874,6,14,70,48,21.1,8.9
1874,6,15,73,48,22.8,8.9
1874,6,16,74,52,23.3,11.1
1874,6,17,72,54,22.2,12.2
1874,6,18,76,53,24.4,11.7
1874,6,19,77,53,25,11.7
1874,6,20,79,55,26.1,12.8
1874,6,21,70,54,21.1,12.2
1874,6,22,69,58,20.6,14.4
1874,6,23,72,56,22.2,13.3
1874,6,24,64,50,17.8,10
1874,6,25,72,50,22.2,10
1874,6,26,69,51,20.6,10.6
1874,6,27,69,53,20.6,11.7
1874,6,28,70,50,21.1,10
1874,6,29,72,57,22.2,13.9
1874,6,30,69,56,20.6,13.3
1874,7,1,64,57,17.8,13.9
1874,7,2,68,57,20,13.9
1874,7,3,65,55,18.3,12.8
1874,7,4,66,54,18.9,12.2
1874,7,5,67,50,19.4,10
1874,7,6,72,50,22.2,10
1874,7,7,71,50,21.7,10
1874,7,8,78,56,25.6,13.3
1874,7,9,77,55,25,12.8
1874,7,10,75,56,23.9,13.3
1874,7,11,73,55,22.8,12.8
1874,7,12,74,55,23.3,12.8
1874,7,13,72,60,22.2,15.6
1874,7,14,73,56,22.8,13.3
1874,7,15,76,55,24.4,12.8
1874,7,16,82,55,27.8,12.8
1874,7,17,78,62,25.6,16.7
1874,7,18,82,62,27.8,16.7
1874,7,19,78,62,25.6,16.7
1874,7,20,70,56,21.1,13.3
1874,7,21,68,55,20,12.8
1874,7,22,72,55,22.2,12.8
1874,7,23,66,54,18.9,12.2
1874,7,24,71,53,21.7,11.7
1874,7,25,65,54,18.3,12.2
1874,7,26,68,52,20,11.1
1874,7,27,67,53,19.4,11.7
1874,7,28,68,49,20,9.4
1874,7,29,72,52,22.2,11.1
1874,7,30,71,53,21.7,11.7
1874,7,31,68,54,20,12.2
1874,8,1,70,58,21.1,14.4
1874,8,2,67,59,19.4,15
1874,8,3,66,52,18.9,11.1
1874,8,4,65,51,18.3,10.6
1874,8,5,64,54,17.8,12.2
1874,8,6,67,54,19.4,12.2
1874,8,7,66,58,18.9,14.4
1874,8,8,66,50,18.9,10
1874,8,9,60,51,15.6,10.6
1874,8,10,64,55,17.8,12.8
1874,8,11,62,50,16.7,10
1874,8,12,63,48,17.2,8.9
1874,8,13,61,54,16.1,12.2
1874,8,14,60,53,15.6,11.7
1874,8,15,60,50,15.6,10
1874,8,16,64,54,17.8,12.2
1874,8,17,63,50,17.2,10
1874,8,18,70,50,21.1,10
1874,8,19,74,53,23.3,11.7
1874,8,20,77,55,25,12.8
1874,8,21,74,59,23.3,15
1874,8,22,73,59,22.8,15
1874,8,23,74,51,23.3,10.6
1874,8,24,68,55,20,12.8
1874,8,25,72,57,22.2,13.9
1874,8,26,70,57,21.1,13.9
1874,8,27,69,57,20.6,13.9
1874,8,28,69,52,20.6,11.1
1874,8,29,65,51,18.3,10.6
1874,8,30,64,55,17.8,12.8
1874,8,31,64,54,17.8,12.2
1874,9,1,63,53,17.2,11.7
1874,9,2,65,55,18.3,12.8
1874,9,3,62,52,16.7,11.1
1874,9,4,61,52,16.1,11.1
1874,9,5,62,52,16.7,11.1
1874,9,6,63,52,17.2,11.1
1874,9,7,62,52,16.7,11.1
1874,9,8,63,52,17.2,11.1
1874,9,9,58,48,14.4,8.9
1874,9,10,58,48,14.4,8.9
1874,9,11,61,52,16.1,11.1
1874,9,12,60,52,15.6,11.1
1874,9,13,62,48,16.7,8.9
1874,9,14,62,47,16.7,8.3
1874,9,15,64,55,17.8,12.8
1874,9,16,59,51,15,10.6
1874,9,17,59,47,15,8.3
1874,9,18,62,49,16.7,9.4
1874,9,19,62,49,16.7,9.4
1874,9,20,62,56,16.7,13.3
1874,9,21,61,55,16.1,12.8
1874,9,22,58,52,14.4,11.1
1874,9,23,62,52,16.7,11.1
1874,9,24,62,43,16.7,6.1
1874,9,25,63,49,17.2,9.4
1874,9,26,64,51,17.8,10.6
1874,9,27,62,51,16.7,10.6
1874,9,28,61,55,16.1,12.8
1874,9,29,59,45,15,7.2
1874,9,30,58,45,14.4,7.2
1874,10,1,57,43,13.9,6.1
1874,10,2,56,44,13.3,6.7
1874,10,3,55,44,12.8,6.7
1874,10,4,54,44,12.2,6.7
1874,10,5,55,45,12.8,7.2
1874,10,6,55,47,12.8,8.3
1874,10,7,53,47,11.7,8.3
1874,10,8,53,39,11.7,3.9
1874,10,9,58,42,14.4,5.6
1874,10,10,57,52,13.9,11.1
1874,10,11,57,49,13.9,9.4
1874,10,12,58,52,14.4,11.1
1874,10,13,58,52,14.4,11.1
1874,10,14,58,52,14.4,11.1
1874,10,15,54,50,12.2,10
1874,10,16,54,42,12.2,5.6
1874,10,17,58,44,14.4,6.7
1874,10,18,57,53,13.9,11.7
1874,10,19,56,45,13.3,7.2
1874,10,20,55,46,12.8,7.8
1874,10,21,52,44,11.1,6.7
1874,10,22,52,45,11.1,7.2
1874,10,23,53,40,11.7,4.4
1874,10,24,56,47,13.3,8.3
1874,10,25,54,50,12.2,10
1874,10,26,55,48,12.8,8.9
1874,10,27,53,48,11.7,8.9
1874,10,28,51,47,10.6,8.3
1874,10,29,53,46,11.7,7.8
1874,10,30,55,46,12.8,7.8
1874,10,31,56,45,13.3,7.2
1874,11,1,54,45,12.2,7.2
1874,11,2,53,47,11.7,8.3
1874,11,3,54,43,12.2,6.1
1874,11,4,54,50,12.2,10
1874,11,5,53,49,11.7,9.4
1874,11,6,51,38,10.6,3.3
1874,11,7,54,42,12.2,5.6
1874,11,8,53,50,11.7,10
1874,11,9,53,51,11.7,10.6
1874,11,10,51,46,10.6,7.8
1874,11,11,48,37,8.9,2.8
1874,11,12,47,34,8.3,1.1
1874,11,13,51,36,10.6,2.2
1874,11,14,52,43,11.1,6.1
1874,11,15,54,48,12.2,8.9
1874,11,16,57,49,13.9,9.4
1874,11,17,56,46,13.3,7.8
1874,11,18,58,50,14.4,10
1874,11,19,55,49,12.8,9.4
1874,11,20,50,42,10,5.6
1874,11,21,53,45,11.7,7.2
1874,11,22,53,50,11.7,10
1874,11,23,51,45,10.6,7.2
1874,11,24,53,48,11.7,8.9
1874,11,25,50,48,10,8.9
1874,11,26,50,40,10,4.4
1874,11,27,49,42,9.4,5.6
1874,11,28,51,42,10.6,5.6
1874,11,29,48,42,8.9,5.6
1874,11,30,47,37,8.3,2.8
1874,12,1,45,36,7.2,2.2
1874,12,2,40,32,4.4,0
1874,12,3,46,33,7.8,0.6
1874,12,4,51,39,10.6,3.9
1874,12,5,50,44,10,6.7
1874,12,6,45,40,7.2,4.4
1874,12,7,50,38,10,3.3
1874,12,8,52,40,11.1,4.4
1874,12,9,45,41,7.2,5
1874,12,10,45,37,7.2,2.8
1874,12,11,46,40,7.8,4.4
1874,12,12,45,42,7.2,5.6
1874,12,13,40,35,4.4,1.7
1874,12,14,40,35,4.4,1.7
1874,12,15,45,34,7.2,1.1
1874,12,16,44,37,6.7,2.8
1874,12,17,38,32,3.3,0
1874,12,18,48,31,8.9,-0.6
1874,12,19,47,32,8.3,0
1874,12,20,45,40,7.2,4.4
1874,12,21,42,38,5.6,3.3
1874,12,22,44,36,6.7,2.2
1874,12,23,47,37,8.3,2.8
1874,12,24,45,36,7.2,2.2
1874,12,25,44,37,6.7,2.8
1874,12,26,44,35,6.7,1.7
1874,12,27,42,34,5.6,1.1
1874,12,28,46,35,7.8,1.7
1874,12,29,44,40,6.7,4.4
1874,12,30,40,34,4.4,1.1
1874,12,31,46,32,7.8,0
1875,1,1,49,36,9.4,2.2
1875,1,2,50,38,10,3.3
1875,1,3,49,40,9.4,4.4
1875,1,4,49,45,9.4,7.2
1875,1,5,49,41,9.4,5
1875,1,6,50,43,10,6.1
1875,1,7,46,41,7.8,5
1875,1,8,48,44,8.9,6.7
1875,1,9,50,45,10,7.2
1875,1,10,50,42,10,5.6
1875,1,11,49,45,9.4,7.2
1875,1,12,49,46,9.4,7.8
1875,1,13,50,47,10,8.3
1875,1,14,50,47,10,8.3
1875,1,15,48,48,8.9,8.9
1875,1,16,50,45,10,7.2
1875,1,17,54,46,12.2,7.8
1875,1,18,52,48,11.1,8.9
1875,1,19,51,50,10.6,10
1875,1,20,47,47,8.3,8.3
1875,1,21,43,41,6.1,5
1875,1,22,51,32,10.6,0
1875,1,23,51,34,10.6,1.1
1875,1,24,48,38,8.9,3.3
1875,1,25,49,40,9.4,4.4
1875,1,26,52,41,11.1,5
1875,1,27,51,47,10.6,8.3
1875,1,28,52,46,11.1,7.8
1875,1,29,53,46,11.7,7.8
1875,1,30,52,42,11.1,5.6
1875,1,31,51,45,10.6,7.2
1875,2,1,51,47,10.6,8.3
1875,2,2,52,44,11.1,6.7
1875,2,3,50,44,10,6.7
1875,2,4,46,42,7.8,5.6
1875,2,5,50,42,10,5.6
1875,2,6,51,43,10.6,6.1
1875,2,7,47,39,8.3,3.9
1875,2,8,46,37,7.8,2.8
1875,2,9,45,41,7.2,5
1875,2,10,46,39,7.8,3.9
1875,2,11,51,41,10.6,5
1875,2,12,54,42,12.2,5.6
1875,2,13,55,48,12.8,8.9
1875,2,14,50,46,10,7.8
1875,2,15,49,39,9.4,3.9
1875,2,16,47,37,8.3,2.8
1875,2,17,48,37,8.9,2.8
1875,2,18,44,34,6.7,1.1
1875,2,19,40,36,4.4,2.2
1875,2,20,39,34,3.9,1.1
1875,2,21,39,32,3.9,0
1875,2,22,43,32,6.1,0
1875,2,23,41,31,5,-0.6
1875,2,24,36,30,2.2,-1.1
1875,2,25,39,32,3.9,0
1875,2,26,44,33,6.7,0.6
1875,2,27,43,35,6.1,1.7
1875,2,28,37,34,2.8,1.1
1875,3,1,36,33,2.2,0.6
1875,3,2,40,34,4.4,1.1
1875,3,3,41,33,5,0.6
1875,3,4,44,38,6.7,3.3
1875,3,5,48,39,8.9,3.9
1875,3,6,51,39,10.6,3.9
1875,3,7,52,46,11.1,7.8
1875,3,8,51,44,10.6,6.7
1875,3,9,50,44,10,6.7
1875,3,10,50,40,10,4.4
1875,3,11,46,43,7.8,6.1
1875,3,12,42,40,5.6,4.4
1875,3,13,41,36,5,2.2
1875,3,14,47,37,8.3,2.8
1875,3,15,52,40,11.1,4.4
1875,3,16,51,42,10.6,5.6
1875,3,17,45,37,7.2,2.8
1875,3,18,49,38,9.4,3.3
1875,3,19,51,40,10.6,4.4
1875,3,20,50,44,10,6.7
1875,3,21,52,36,11.1,2.2
1875,3,22,52,45,11.1,7.2
1875,3,23,54,41,12.2,5
1875,3,24,55,43,12.8,6.1
1875,3,25,56,44,13.3,6.7
1875,3,26,52,42,11.1,5.6
1875,3,27,52,40,11.1,4.4
1875,3,28,52,42,11.1,5.6
1875,3,29,52,43,11.1,6.1
1875,3,30,54,42,12.2,5.6
1875,3,31,56,46,13.3,7.8
1875,4,1,56,41,13.3,5
1875,4,2,51,44,10.6,6.7
1875,4,3,53,45,11.7,7.2
1875,4,4,49,42,9.4,5.6
1875,4,5,47,39,8.3,3.9
1875,4,6,45,40,7.2,4.4
1875,4,7,47,36,8.3,2.2
1875,4,8,54,39,12.2,3.9
1875,4,9,56,45,13.3,7.2
1875,4,10,57,44,13.9,6.7
1875,4,11,56,41,13.3,5
1875,4,12,58,45,14.4,7.2
1875,4,13,56,40,13.3,4.4
1875,4,14,57,44,13.9,6.7
1875,4,15,58,45,14.4,7.2
1875,4,16,57,41,13.9,5
1875,4,17,61,45,16.1,7.2
1875,4,18,60,46,15.6,7.8
1875,4,19,62,46,16.7,7.8
1875,4,20,60,46,15.6,7.8
1875,4,21,59,50,15,10
1875,4,22,48,48,8.9,8.9
1875,4,23,55,38,12.8,3.3
1875,4,24,59,40,15,4.4
1875,4,25,56,40,13.3,4.4
1875,4,26,56,48,13.3,8.9
1875,4,27,61,44,16.1,6.7
1875,4,28,59,47,15,8.3
1875,4,29,55,50,12.8,10
1875,4,30,61,50,16.1,10
1875,5,1,64,49,17.8,9.4
1875,5,2,56,50,13.3,10
1875,5,3,63,50,17.2,10
1875,5,4,64,48,17.8,8.9
1875,5,5,60,49,15.6,9.4
1875,5,6,53,50,11.7,10
1875,5,7,59,48,15,8.9
1875,5,8,57,48,13.9,8.9
1875,5,9,59,48,15,8.9
1875,5,10,58,45,14.4,7.2
1875,5,11,58,48,14.4,8.9
1875,5,12,64,50,17.8,10
1875,5,13,63,52,17.2,11.1
1875,5,14,66,46,18.9,7.8
1875,5,15,67,52,19.4,11.1
1875,5,16,67,45,19.4,7.2
1875,5,17,63,44,17.2,6.7
1875,5,18,55,47,12.8,8.3
1875,5,19,57,42,13.9,5.6
1875,5,20,59,49,15,9.4
1875,5,21,58,50,14.4,10
1875,5,22,60,45,15.6,7.2
1875,5,23,60,45,15.6,7.2
1875,5,24,63,49,17.2,9.4
1875,5,25,66,53,18.9,11.7
1875,5,26,66,48,18.9,8.9
1875,5,27,67,45,19.4,7.2
1875,5,28,62,50,16.7,10
1875,5,29,62,47,16.7,8.3
1875,5,30,59,44,15,6.7
1875,5,31,66,51,18.9,10.6
1875,6,1,71,46,21.7,7.8
1875,6,2,71,54,21.7,12.2
1875,6,3,69,55,20.6,12.8
1875,6,4,69,53,20.6,11.7
1875,6,5,69,50,20.6,10
1875,6,6,69,51,20.6,10.6
1875,6,7,64,55,17.8,12.8
1875,6,8,70,50,21.1,10
1875,6,9,64,52,17.8,11.1
1875,6,10,62,50,16.7,10
1875,6,11,64,46,17.8,7.8
1875,6,12,62,48,16.7,8.9
1875,6,13,64,50,17.8,10
1875,6,14,61,52,16.1,11.1
1875,6,15,58,48,14.4,8.9
1875,6,16,60,47,15.6,8.3
1875,6,17,61,48,16.1,8.9
1875,6,18,62,49,16.7,9.4
1875,6,19,59,48,15,8.9
1875,6,20,61,47,16.1,8.3
1875,6,21,61,44,16.1,6.7
1875,6,22,64,47,17.8,8.3
1875,6,23,73,48,22.8,8.9
1875,6,24,72,51,22.2,10.6
1875,6,25,60,56,15.6,13.3
1875,6,26,62,50,16.7,10
1875,6,27,62,51,16.7,10.6
1875,6,28,70,54,21.1,12.2
1875,6,29,66,54,18.9,12.2
1875,6,30,63,55,17.2,12.8
1875,7,1,69,55,20.6,12.8
1875,7,2,60,54,15.6,12.2
1875,7,3,64,51,17.8,10.6
1875,7,4,66,54,18.9,12.2
1875,7,5,74,57,23.3,13.9
1875,7,6,73,52,22.8,11.1
1875,7,7,72,55,22.2,12.8
1875,7,8,72,57,22.2,13.9
1875,7,9,64,53,17.8,11.7
1875,7,10,63,52,17.2,11.1
1875,7,11,63,48,17.2,8.9
1875,7,12,65,51,18.3,10.6
1875,7,13,62,53,16.7,11.7
1875,7,14,62,55,16.7,12.8
1875,7,15,61,52,16.1,11.1
1875,7,16,70,53,21.1,11.7
1875,7,17,71,50,21.7,10
1875,7,18,63,53,17.2,11.7
1875,7,19,63,54,17.2,12.2
1875,7,20,67,56,19.4,13.3
1875,7,21,73,57,22.8,13.9
1875,7,22,72,56,22.2,13.3
1875,7,23,65,55,18.3,12.8
1875,7,24,62,51,16.7,10.6
1875,7,25,63,52,17.2,11.1
1875,7,26,68,54,20,12.2
1875,7,27,73,54,22.8,12.2
1875,7,28,76,55,24.4,12.8
1875,7,29,67,57,19.4,13.9
1875,7,30,67,52,19.4,11.1
1875,7,31,66,48,18.9,8.9
1875,8,1,72,50,22.2,10
1875,8,2,70,50,21.1,10
1875,8,3,67,55,19.4,12.8
1875,8,4,71,54,21.7,12.2
1875,8,5,71,55,21.7,12.8
1875,8,6,72,52,22.2,11.1
1875,8,7,65,50,18.3,10
1875,8,8,68,57,20,13.9
1875,8,9,66,59,18.9,15
1875,8,10,71,57,21.7,13.9
1875,8,11,70,55,21.1,12.8
1875,8,12,75,61,23.9,16.1
1875,8,13,74,58,23.3,14.4
1875,8,14,65,56,18.3,13.3
1875,8,15,70,60,21.1,15.6
1875,8,16,66,61,18.9,16.1
1875,8,17,67,60,19.4,15.6
1875,8,18,66,59,18.9,15
1875,8,19,66,57,18.9,13.9
1875,8,20,69,50,20.6,10
1875,8,21,70,54,21.1,12.2
1875,8,22,69,55,20.6,12.8
1875,8,23,68,56,20,13.3
1875,8,24,68,55,20,12.8
1875,8,25,69,59,20.6,15
1875,8,26,66,58,18.9,14.4
1875,8,27,64,53,17.8,11.7
1875,8,28,67,54,19.4,12.2
1875,8,29,67,54,19.4,12.2
1875,8,30,65,53,18.3,11.7
1875,8,31,64,57,17.8,13.9
1875,9,1,68,58,20,14.4
1875,9,2,65,60,18.3,15.6
1875,9,3,65,55,18.3,12.8
1875,9,4,65,54,18.3,12.2
1875,9,5,68,52,20,11.1
1875,9,6,69,54,20.6,12.2
1875,9,7,68,54,20,12.2
1875,9,8,63,53,17.2,11.7
1875,9,9,61,50,16.1,10
1875,9,10,66,46,18.9,7.8
1875,9,11,64,48,17.8,8.9
1875,9,12,65,47,18.3,8.3
1875,9,13,68,53,20,11.7
1875,9,14,66,56,18.9,13.3
1875,9,15,65,55,18.3,12.8
1875,9,16,66,54,18.9,12.2
1875,9,17,65,54,18.3,12.2
1875,9,18,64,59,17.8,15
1875,9,19,66,60,18.9,15.6
1875,9,20,66,58,18.9,14.4
1875,9,21,63,59,17.2,15
1875,9,22,66,60,18.9,15.6
1875,9,23,65,59,18.3,15
1875,9,24,66,61,18.9,16.1
1875,9,25,63,56,17.2,13.3
1875,9,26,61,57,16.1,13.9
1875,9,27,60,50,15.6,10
1875,9,28,62,52,16.7,11.1
1875,9,29,60,55,15.6,12.8
1875,9,30,60,49,15.6,9.4
1875,10,1,61,53,16.1,11.7
1875,10,2,58,48,14.4,8.9
1875,10,3,61,49,16.1,9.4
1875,10,4,62,55,16.7,12.8
1875,10,5,58,55,14.4,12.8
1875,10,6,59,48,15,8.9
1875,10,7,60,52,15.6,11.1
1875,10,8,57,51,13.9,10.6
1875,10,9,53,41,11.7,5
1875,10,10,54,42,12.2,5.6
1875,10,11,49,44,9.4,6.7
1875,10,12,50,42,10,5.6
1875,10,13,51,43,10.6,6.1
1875,10,14,52,42,11.1,5.6
1875,10,15,55,42,12.8,5.6
1875,10,16,56,50,13.3,10
1875,10,17,56,42,13.3,5.6
1875,10,18,58,50,14.4,10
1875,10,19,59,52,15,11.1
1875,10,20,59,53,15,11.7
1875,10,21,58,54,14.4,12.2
1875,10,22,54,47,12.2,8.3
1875,10,23,54,46,12.2,7.8
1875,10,24,55,42,12.8,5.6
1875,10,25,56,47,13.3,8.3
1875,10,26,56,48,13.3,8.9
1875,10,27,52,50,11.1,10
1875,10,28,54,47,12.2,8.3
1875,10,29,54,49,12.2,9.4
1875,10,30,56,50,13.3,10
1875,10,31,56,53,13.3,11.7
1875,11,1,56,52,13.3,11.1
1875,11,2,57,54,13.9,12.2
1875,11,3,57,54,13.9,12.2
1875,11,4,57,52,13.9,11.1
1875,11,5,61,51,16.1,10.6
1875,11,6,54,49,12.2,9.4
1875,11,7,46,45,7.8,7.2
1875,11,8,46,38,7.8,3.3
1875,11,9,46,37,7.8,2.8
1875,11,10,45,39,7.2,3.9
1875,11,11,48,35,8.9,1.7
1875,11,12,48,36,8.9,2.2
1875,11,13,55,43,12.8,6.1
1875,11,14,50,37,10,2.8
1875,11,15,53,38,11.7,3.3
1875,11,16,54,42,12.2,5.6
1875,11,17,58,49,14.4,9.4
1875,11,18,57,51,13.9,10.6
1875,11,19,57,51,13.9,10.6
1875,11,20,44,37,6.7,2.8
1875,11,21,45,34,7.2,1.1
1875,11,22,46,36,7.8,2.2
1875,11,23,43,36,6.1,2.2
1875,11,24,44,35,6.7,1.7
1875,11,25,39,37,3.9,2.8
1875,11,26,40,32,4.4,0
1875,11,27,44,31,6.7,-0.6
1875,11,28,45,40,7.2,4.4
1875,11,29,40,38,4.4,3.3
1875,11,30,41,35,5,1.7
1875,12,1,39,32,3.9,0
1875,12,2,40,35,4.4,1.7
1875,12,3,41,33,5,0.6
1875,12,4,41,33,5,0.6
1875,12,5,38,30,3.3,-1.1
1875,12,6,36,28,2.2,-2.2
1875,12,7,37,29,2.8,-1.7
1875,12,8,39,34,3.9,1.1
1875,12,9,40,29,4.4,-1.7
1875,12,10,41,29,5,-1.7
1875,12,11,42,30,5.6,-1.1
1875,12,12,48,34,8.9,1.1
1875,12,13,49,40,9.4,4.4
1875,12,14,48,41,8.9,5
1875,12,15,50,45,10,7.2
1875,12,16,48,47,8.9,8.3
1875,12,17,50,47,10,8.3
1875,12,18,48,45,8.9,7.2
1875,12,19,51,40,10.6,4.4
1875,12,20,54,40,12.2,4.4
1875,12,21,51,39,10.6,3.9
1875,12,22,49,42,9.4,5.6
1875,12,23,51,40,10.6,4.4
1875,12,24,53,43,11.7,6.1
1875,12,25,51,43,10.6,6.1
1875,12,26,50,47,10,8.3
1875,12,27,51,48,10.6,8.9
1875,12,28,50,48,10,8.9
1875,12,29,50,48,10,8.9
1875,12,30,51,48,10.6,8.9
1875,12,31,51,48,10.6,8.9
1876,1,1,52,38,11.1,3.3
1876,1,2,52,39,11.1,3.9
1876,1,3,51,50,10.6,10
1876,1,4,51,48,10.6,8.9
1876,1,5,51,48,10.6,8.9
1876,1,6,51,46,10.6,7.8
1876,1,7,40,38,4.4,3.3
1876,1,8,39,36,3.9,2.2
1876,1,9,37,31,2.8,-0.6
1876,1,10,40,31,4.4,-0.6
1876,1,11,45,31,7.2,-0.6
1876,1,12,45,33,7.2,0.6
1876,1,13,44,38,6.7,3.3
1876,1,14,40,33,4.4,0.6
1876,1,15,44,32,6.7,0
1876,1,16,49,35,9.4,1.7
1876,1,17,50,44,10,6.7
1876,1,18,49,44,9.4,6.7
1876,1,19,50,43,10,6.1
1876,1,20,45,44,7.2,6.7
1876,1,21,41,36,5,2.2
1876,1,22,48,29,8.9,-1.7
1876,1,23,50,36,10,2.2
1876,1,24,50,47,10,8.3
1876,1,25,50,46,10,7.8
1876,1,26,50,46,10,7.8
1876,1,27,50,47,10,8.3
1876,1,28,51,46,10.6,7.8
1876,1,29,51,45,10.6,7.2
1876,1,30,51,46,10.6,7.8
1876,1,31,50,48,10,8.9
1876,2,1,50,48,10,8.9
1876,2,2,50,38,10,3.3
1876,2,3,49,39,9.4,3.9
1876,2,4,49,42,9.4,5.6
1876,2,5,44,40,6.7,4.4
1876,2,6,42,32,5.6,0
1876,2,7,46,33,7.8,0.6
1876,2,8,41,34,5,1.1
1876,2,9,44,39,6.7,3.9
1876,2,10,46,41,7.8,5
